4901
0.0	0.0
0.01	0.0
0.02	0.0
0.03	-0.004785261452198029
0.04	-0.009570522904396058
0.05	-0.009570522904396058
0.06	-0.009570522904396058
0.07	-0.009570522904396058
0.08	-0.009570522904396058
0.09	-0.009570522904396058
0.1	-0.009570522904396058
0.11	-0.009570522904396058
0.12	-0.009570522904396058
0.13	-0.009570522904396058
0.14	-0.009570522904396058
0.15	-0.009570522904396058
0.16	-0.009570522904396058
0.17	-0.009570522904396058
0.18	-0.009570522904396058
0.19	-0.009570522904396058
0.2	-0.009570522904396058
0.21	-0.009570522904396058
0.22	-0.009570522904396058
0.23	-0.009570522904396058
0.24	-0.009570522904396058
0.25	-0.009570522904396058
0.26	-0.009570522904396058
0.27	-0.009570522904396058
0.28	-0.009570522904396058
0.29	-0.009570522904396058
0.3	-0.004785261452198029
0.31	-0.004785261452198029
0.32	-0.009570522904396058
0.33	-0.009570522904396058
0.34	-0.009570522904396058
0.35	0.0
0.36	0.004785261750221252
0.37	0.0
0.38	-0.004785261452198029
0.39	-0.009570522904396058
0.4	-0.009570522904396058
0.41	-0.009570522904396058
0.42	-0.009570522904396058
0.43	-0.009570522904396058
0.44	-0.009570522904396058
0.45	-0.009570522904396058
0.46	-0.009570522904396058
0.47	-0.009570522904396058
0.48	-0.009570522904396058
0.49	-0.009570522904396058
0.5	-0.009570522904396058
0.51	-0.009570522904396058
0.52	-0.009570522904396058
0.53	-0.009570522904396058
0.54	-0.009570522904396058
0.55	-0.009570522904396058
0.56	-0.004785261452198029
0.57	0.0
0.58	0.0
0.59	-0.004785261452198029
0.6	-0.009570522904396058
0.61	-0.004785261452198029
0.62	-0.009570522904396058
0.63	-0.009570522904396058
0.64	-0.009570522904396058
0.65	-0.009570522904396058
0.66	-0.009570522904396058
0.67	-0.009570522904396058
0.68	-0.009570522904396058
0.69	-0.009570522904396058
0.7	-0.009570522904396058
0.71	0.0
0.72	0.004785261750221252
0.73	0.004785261750221252
0.74	0.0
0.75	-0.009570522904396058
0.76	-0.009570522904396058
0.77	-0.009570522904396058
0.78	-0.009570522904396058
0.79	-0.009570522904396058
0.8	-0.009570522904396058
0.81	-0.009570522904396058
0.82	-0.009570522904396058
0.83	-0.009570522904396058
0.84	-0.009570522904396058
0.85	-0.009570522904396058
0.86	-0.009570522904396058
0.87	-0.009570522904396058
0.88	-0.009570522904396058
0.89	-0.009570522904396058
0.9	-0.009570522904396058
0.91	-0.009570522904396058
0.92	-0.009570522904396058
0.93	-0.009570522904396058
0.94	-0.009570522904396058
0.95	-0.009570522904396058
0.96	-0.009570522904396058
0.97	0.0
0.98	-0.004785261452198029
0.99	-0.009570522904396058
1.0	-0.009570522904396058
1.01	-0.004785261452198029
