// 列：难以感觉、可感觉、不适、非常不适、难以忍受
// 行：框架、框剪、非设防砌体、设防砌体、土木结构和汇总的破坏状态比例
// 块：结构抗力取均值、加一倍标准差、减一倍标准差

城
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

镇
0	0.517685	0.482315	0	0	
0	0.694444	0.305556	0	0	
0	0.183784	0.816216	0	0	
0	0.148936	0.851064	0	0	
0	0	1	0	0	
0	0.248248	0.751752	0	0	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

乡
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
