// 列：难以感觉、可感觉、不适、非常不适、难以忍受
// 行：框架、框剪、非设防砌体、设防砌体、土木结构和汇总的破坏状态比例
// 块：结构抗力取均值、加一倍标准差、减一倍标准差

城
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

镇
0.996785	0.00321543	0	0	0	
0.972222	0.0277778	0	0	0	
0.789189	0.210811	0	0	0	
0.446809	0.553191	0	0	0	
0.949821	0.0501792	0	0	0	
0.840841	0.159159	0	0	0	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

乡
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
