HEB0002,1.044179832,0.173800173,0.085325578,0.318283839,0.262591357,1.191901231,0.080240359,0.334741493,0.176109608,0.246326032,1.222830657,0.370047799,0.038026252,0.360351647,0.061736398,1.499144678,0.406247717,0.286087427,0.097877292,0.333730404,1.366319855,0.453594637,0.315675592,0.025308249,0.487695645,1.109908846,0.467507724,0.363348964,0.001518115,0.342729801
HEB0003,1.260950072,0.200145767,0.064186054,0.18884217,0.04216464,1.416503021,0.257064892,0.221925465,0.461590009,0.388238562,1.217232388,0.018334521,0.386278837,0.078559687,0.1918681,1.484810578,0.239376852,0.157130615,0.201475147,0.386655396,1.016599575,0.2449823,0.065068119,0.141517091,0.324757445,1.489558719,0.218774393,0.150247124,0.323704727,0.406678606
HEB0004,1.454963674,0.395518695,0.218246627,0.122856601,0.33363585,1.393307436,0.373332965,0.336485018,0.090606192,0.190604752,1.294099066,0.213609135,0.471015644,0.06152568,0.209180068,1.163320675,0.220164032,0.458726486,0.01711021,0.196067218,1.377351756,0.149050969,0.395805437,0.307267129,0.453070024,1.21322526,0.079574586,0.309429924,0.308750458,0.08683297
HEB0005,1.171495619,0.258990813,0.441018596,0.01710185,0.028112836,1.392954424,0.22172896,0.039939251,0.062093981,0.468860481,1.192683607,0.143264275,0.456869652,0.119305063,0.14194713,1.379296922,0.303785814,0.092724435,0.282289521,0.142167265,1.218941201,0.109946684,0.051616797,0.47388457,0.043503553,1.235499162,0.187885369,0.326759074,0.017608066,0.14819551
HEB0006,1.169938572,0.48502638,0.117682171,0.393596005,0.128592036,1.051848297,0.253178354,0.361173808,0.467806767,0.050918013,1.337482761,0.147308621,0.328709726,0.170813998,0.453473908,1.072268031,0.386693776,0.484769362,0.151190003,0.221560599,0.377446989,1.141243959,0.405975952,0.215240061,0.41766894,1.217251719,0.36882007,0.406896161,0.460147962,0.261155307
HEB0008,1.134379535,0.260336927,0.051003869,0.371477135,0.039012554,1.490409417,0.15851375,0.419209395,0.184456322,0.377724204,1.106252402,0.385789643,0.097771246,0.081727786,0.21729433,1.470082273,0.09276628,0.090663793,0.389941492,0.100636868,0.992587524,0.174947038,0.471937694,0.045406496,0.3366603,1.122249444,0.046977669,0.440402821,0.456660755,0.372413385
HEB0009,1.033020701,0.124527498,0.265612302,0.229622895,0.292651009,1.125399549,0.368393891,0.098012731,0.470996753,0.239969858,1.479936554,0.108530881,0.23334639,0.243726068,0.338072013,1.236785678,0.167974434,0.300308152,0.118671638,0.05169767,1.230371467,0.439891479,0.000190464,0.26228921,0.259466099,1.232793626,0.468695872,0.115085209,0.196496436,0.405829807
HEB0010,0.012977448,0.287342116,0.092887785,0.038597052,1.401916434,0.488727346,0.173551546,0.070507046,0.211301656,1.216625807,0.113911323,0.444819434,0.39870261,0.367272201,1.285394202,0.026104253,0.254926213,0.280430647,0.032417754,1.405819395,0.148348021,0.243972282,0.255044525,0.096129448,1.237527863,0.490235208,0.212782654,0.255870758,0.449288749,1.320963878
HEB0011,1.246959217,0.443286755,0.388056822,0.276591593,0.006994279,1.436615764,0.406645624,0.415150199,0.301998018,0.012616591,1.159819801,0.298149836,0.497058511,0.320843432,0.305415408,1.078587127,0.092481066,0.418719585,0.361864541,0.329913446,1.377532859,0.103758528,0.240173523,0.443533093,0.433062833,1.377772835,0.211119721,0.468267962,0.151273217,0.300676009
HEB0012,1.364028603,0.375488493,0.016862581,0.390019607,0.096387303,1.181015708,0.436614258,0.268619093,0.021053382,0.15411203,0.600013851,0.782068872,0.498043393,0.110074445,0.139217801,1.344749738,0.339316008,0.421404993,0.147364408,0.155182724,0.38623011,0.875858142,0.232017482,0.05868867,0.286992919,1.188306312,0.625061475,0.403352442,0.352745418,0.331413105
HEB0013,1.317913685,0.026488181,0.289897631,0.253868432,0.388282636,1.421932235,0.006895528,0.349911517,0.341029201,0.118620656,1.242043928,0.404358665,0.301197586,0.336309798,0.082208408,1.191171468,0.432359374,0.054579442,0.195286957,0.466251204,1.416950286,0.197075687,0.408311118,0.378792018,0.227315023,1.196211148,0.354307431,0.393020653,0.222493699,0.035919846
HEB0014,1.43824725,0.423294708,0.120124747,0.154580999,0.226144912,1.498264531,0.366186554,0.015339139,0.373897752,0.065221497,0.749129356,0.69022434,0.381059453,0.368014971,0.368698653,1.175937555,0.07685963,0.167385058,0.127711915,0.080611157,0.103432419,1.226348823,0.039172624,0.256435191,0.243380176,1.073368344,0.555659879,0.465959773,0.269490325,0.177234391
HEB0015,1.238132199,0.272875033,0.005790552,0.10758682,0.382388381,1.110394778,0.410769513,0.109144191,0.211238222,0.412346553,1.305801794,0.197978898,0.317977595,0.210685068,0.317537224,1.003434242,0.343921709,0.131083582,0.080386346,0.123739511,1.43105644,0.20213978,0.14258059,0.252474791,0.38784996,1.15959727,0.378986844,0.165925716,0.22340038,0.096623324
HEB0017,0.060923624,0.102676099,0.120853058,0.391938053,0.084492231,0.186039057,0.16857307,0.386511492,0.431298295,0.285695741,0.193057539,0.462006879,0.335818452,0.354191637,0.29609213,0.464884841,0.441565895,0.135697395,0.201058314,0.17424023,0.232038019,1.027384022,0.174816195,0.324762382,0.384874337,0.121172539,0.204162332,0.013791035,0.199140257,0.088238122
HEB0018,0.205791666,0.498881125,0.146681082,0.170438352,0.036885283,0.307756244,0.385678759,0.425898882,0.19724272,0.285367588,0.063579633,0.221487403,0.012092453,0.351014826,0.177586139,0.44372637,0.320133506,0.231137929,0.079426338,0.146568514,0.055862545,0.846913402,0.421234773,0.456527267,0.139688502,0.393420412,0.634127541,0.494741877,0.346840825,0.062861925
HEB0020,0.296674939,0.183172669,0.233662564,0.221716059,0.111444951,0.499301514,0.349372737,0.217850661,0.074573699,0.490309222,0.025774459,0.180614667,0.362079199,0.161377688,0.492781575,0.265503409,0.34367964,0.238316382,0.416652993,0.232100547,0.479326784,0.936774639,0.269659396,0.196933069,0.478037401,0.460401771,0.605261228,0.169090216,0.225984422,0.18608988
HEB0021,0.241175256,0.309011563,0.274496683,0.007690194,0.3494509,0.013763278,0.123005594,0.433781055,0.34762479,0.183488419,0.494874848,0.300272855,0.008182076,0.163935751,0.036488955,0.335907892,0.439435908,0.057155829,0.218778428,0.061519184,0.496237225,1.166769702,0.415618366,0.163985339,0.476458532,0.249016599,0.539434274,0.422370664,0.080768167,0.369011277
HEB0022,0.244996024,0.479681785,0.368622033,0.224192394,0.251552567,0.240368075,0.311556363,0.405364447,0.402218975,0.199594577,0.270599569,0.466109487,0.465527114,0.401941552,0.102033828,0.019697287,0.428993514,0.064807531,0.495973069,0.257562413,0.169679028,1.144400457,0.000721731,0.429185208,0.195422758,0.053777375,0.256112192,0.237454004,0.167786216,0.436820498
