HEB0002,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HEB0003,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HEB0004,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.97491,0.0250896,0,0,0,0.992993,0.00700701,0,0,0
HEB0005,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HEB0006,1,0,0,0,0,1,0,0,0,0,0.967568,0.0324324,0,0,0,1,0,0,0,0,0.322581,0.677419,0,0,0,0.804805,0.195195,0,0,0
HEB0008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.97491,0.0250896,0,0,0,0.992993,0.00700701,0,0,0
HEB0009,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HEB0010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
HEB0011,1,0,0,0,0,1,0,0,0,0,0.924324,0.0756757,0,0,0,1,0,0,0,0,0.949821,0.0501792,0,0,0,0.971972,0.028028,0,0,0
HEB0012,1,0,0,0,0,1,0,0,0,0,0.486486,0.513514,0,0,0,1,0,0,0,0,0.297491,0.702509,0,0,0,0.708709,0.291291,0,0,0
HEB0013,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.97491,0.0250896,0,0,0,0.992993,0.00700701,0,0,0
HEB0014,0.938907,0.0610932,0,0,0,1,0,0,0,0,0.362162,0.637838,0,0,0,1,0,0,0,0,0,1,0,0,0,0.583584,0.416416,0,0,0
HEB0015,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HEB0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677419,0,0,0,0,0.189189,0,0,0
HEB0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677419,0,0,0,0,0.189189,0,0,0
HEB0020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677419,0,0,0,0,0.189189,0,0,0
HEB0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677419,0,0,0,0,0.189189,0,0,0
HEB0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677419,0,0,0,0,0.189189,0,0,0
HEB0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677419,0,0,0,0,0.189189,0,0,0
HEB0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677419,0,0,0,0,0.189189,0,0,0
HEB0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677419,0,0,0,0,0.189189,0,0,0
