TZ0001,118.32,39.15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.297491,0.702509,0,0,0,0.803804,0.196196,0,0,0,0.174559326,0.130240479,0.054399414
TZ0002,118.08,39.48,0.942122,0.0578778,0,0,0,1,0,0,0,0,0.345946,0.654054,0,0,0,1,0,0,0,0,0,1,0,0,0,0.581582,0.418418,0,0,0,0.387606163,0.406747208,0.267974644
TZ0003,118.01,39.36,0.697749,0.302251,0,0,0,1,0,0,0,0,0.0108108,0.848649,0.140541,0,0,0.787234,0.212766,0,0,0,0,0.97491,0.0250896,0,0,0.403403,0.563564,0.033033,0,0,0.80392395,0.713003922,0.698648148
TZ0004,118.55,39.47,0.942122,0.0578778,0,0,0,1,0,0,0,0,0.0702703,0.92973,0,0,0,1,0,0,0,0,0,1,0,0,0,0.530531,0.469469,0,0,0,0.449814568,0.301471462,0.191410446
TZ0005,117.97,39.4,0.157556,0.842444,0,0,0,0.722222,0.277778,0,0,0,0,0.335135,0.0972973,0.567568,0,0.12234,0.87766,0,0,0,0,0.297491,0.193548,0.508961,0,0.0980981,0.582583,0.0720721,0.247247,0,1.392511139,0.92355545,0.579016647
TZ0006,118.01,39.31,0.713826,0.286174,0,0,0,0.75,0.25,0,0,0,0.335135,0.0216216,0.264865,0.378378,0,0.489362,0.510638,0,0,0,0,0.297491,0.681004,0.0215054,0,0.403403,0.281281,0.239239,0.0760761,0,0.928340683,0.382820892,0.363679848
TZ0007,118.29,39.35,0.713826,0.286174,0,0,0,0.75,0.25,0,0,0,0.335135,0.0216216,0.264865,0.378378,0,0.489362,0.510638,0,0,0,0,0.297491,0.681004,0.0215054,0,0.403403,0.281281,0.239239,0.0760761,0,0,0,0
TZ0008,118.2,39.71,0.536977,0.405145,0.0578778,0,0,0.972222,0.0277778,0,0,0,0.0108108,0.254054,0.735135,0,0,0.148936,0.851064,0,0,0,0,0.494624,0.505376,0,0,0.232232,0.472472,0.295295,0,0,1.4595047,0.885273361,0.459385109
TZ0009,118.02,39.36,0,0.938907,0.0610932,0,0,0.361111,0.638889,0,0,0,0.0108108,0.0972973,0.227027,0.664865,0,0,0.851064,0.148936,0,0,0,0,0.297491,0.702509,0,0.015015,0.493493,0.172172,0.319319,0,1.138892212,1.938030853,0.569446106
TZ0010,118.15,39.17,0.755627,0.244373,0,0,0,1,0,0,0,0,0.0108108,0.848649,0.140541,0,0,0.659574,0.340426,0,0,0,0,0.978495,0.0215054,0,0,0.397397,0.570571,0.032032,0,0,0.569446106,0.6699366,0.282330418
TZ0011,117.91,39.3,0,0.755627,0.244373,0,0,0,1,0,0,0,0,0,0.145946,0.854054,0,0,0.148936,0.851064,0,0,0,0,0.322581,0.677419,0,0,0.299299,0.353353,0.347347,0,4.785261536,3.129560852,1.368584747
TZ0012,118.23,39.36,0.942122,0.0578778,0,0,0,1,0,0,0,0,0.967568,0.0324324,0,0,0,1,0,0,0,0,0,1,0,0,0,0.696697,0.303303,0,0,0,0.282330418,0.258404121,0.320612488
TZ0013,117.95,39.6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.598157692,0.650795517,0.205766239
TZ0014,118.12,40.02,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.248800049,0.167039795,0.116159668
TZ0015,117.8,39.53,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,1.119751129,0.894843903,0.521593475
TZ0016,118.23,40.02,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.224907284,0.229692554,0.138772583
TZ0017,118.06,39.53,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.909199677,0.392391434,0.368465118
TZ0018,118.11,39.56,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,4.574709778,21.88778564,17.45184814
TZ0019,118.26,39.99,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.143557844,0.148343105,0.153128366
TZ0020,118.27,39.54,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.435458794,0.440244064,0.244048328
TZ0021,118.44,39.62,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.502452431,0.698648148,0.42110302
TZ0022,118.55,39.7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.387040405,0.300160007,0.236159992
TZ0023,118.38,39.73,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.30352005,0.384000015,0.227679996
TZ0024,118.36,39.44,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.272759895,0.392391434,0.526378784
TZ0025,118.28,39.15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.177054672,0.157913628,0.263189373
TZ0026,118.44,39.36,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.42110302,0.349324074,0.358894615
TZ0027,118.47,39.47,0.755627,0.244373,0,0,0,1,0,0,0,0,0.027027,0.972973,0,0,0,1,0,0,0,0,0,1,0,0,0,0.464464,0.535536,0,0,0,0.607728195,0.732144928,0.397176704
TZ0028,118.23,39.98,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.459385109,0.397176704,0.224907284
TZ0029,118.24,39.3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.152799997,0.741279984,0.124320002
TZ0030,118.28,39.15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.895200195,0.503359375,0.386560059
TZ0031,118.41,39.58,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.358894615,0.397176704,0.282330418
TZ0032,118.05,39.94,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.406747208,0.445029297,0.148343105
TZ0033,118.31,39.69,0.755627,0.244373,0,0,0,1,0,0,0,0,0.027027,0.972973,0,0,0,0.659574,0.340426,0,0,0,0,1,0,0,0,0.4004,0.5996,0,0,0,1.114965897,0.598157692,0.358894577
TZ0034,118.19,39.24,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.339840088,0.346721191,0.314559326
TZ0035,118.31,39.38,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.720721,0.279279,0,0,0,0.20144043,0.221120605,0.161759033
TZ0036,118.27,39.3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.267974644,0.196195717,0.16748415
TZ0037,118.27,39.37,0.9389068,0.0610932,0,0,0,1,0,0,0,0,0.502703,0.497297,0,0,0,1,0,0,0,0,0,1,0,0,0,0.60961,0.39039,0,0,0,0.3940802,0.21184082,0.455522461
TZ0038,117.64,39.74,1,0,0,0,0,1,0,0,0,0,0.47027,0.52973,0,0,0,1,0,0,0,0,0.297491,0.702509,0,0,0,0.705706,0.294294,0,0,0,0.29190094,0.296686211,0.162698898
TZ0039,117.41,39.56,0.9421222,0.0578778,0,0,0,1,0,0,0,0,0.340541,0.659459,0,0,0,1,0,0,0,0,0,1,0,0,0,0.580581,0.419419,0,0,0,0.301471462,0.373250389,0.229692554
TZ0040,118.34,39.61,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.799138641,0.492881927,0.550305061
TZ0041,117.89,39.38,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,1.114965897,1.038401718,0.75607132
TZ0042,118.12,39.72,0.755627,0.244373,0,0,0,1,0,0,0,0,0.037838,0.962162,0,0,0,1,0,0,0,0,0,1,0,0,0,0.466466,0.533534,0,0,0,0.617298737,0.660366058,0.3349683
TZ0043,118.51,39.53,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.052637877,0.066993661,0.066993661
TZ0044,117.97,39.63,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.842206039,0.980978622,0.507237701
TZ0045,117.73,39.45,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,1.818399353,1.239382706,0.521593475
TZ0046,118.31,39.16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.405018,0.594982,0,0,0,0.833834,0.166166,0,0,0,0.002171461,0.000909293,0.000848448
TZ0047,117.78,39.32,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.00878287,0.008703464,0.004230112
